name,chineseName,englishName,pinyinName,sku,description,category,unit,requiresPrescription,basePrice,metadata,status
"硫磺","硫磺","硫磺","硫磺","TCM-RE-179","硫磺，中药材","其他中药","克",true,0.025,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.825Z"""",""""originalData"""":{""""chineseName"""":""""硫磺"""",""""pricePerGram"""":0.025}}","active"
"龙骨","龙骨","Dragon bone","longgu","TCM-LO-180","龙骨，中药材","其他中药","克",true,0.025,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.825Z"""",""""originalData"""":{""""chineseName"""":""""龙骨"""",""""pricePerGram"""":0.025}}","active"
"芦根","芦根","Phragmites communis","lugen","TCM-LU-181","芦根，中药材","其他中药","克",true,0.025,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.825Z"""",""""originalData"""":{""""chineseName"""":""""芦根"""",""""pricePerGram"""":0.025}}","active"
"芒硝","芒硝","芒硝","芒硝","TCM-QD-182","芒硝，中药材","其他中药","克",true,0.025,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.825Z"""",""""originalData"""":{""""chineseName"""":""""芒硝"""",""""pricePerGram"""":0.025}}","active"
"蛇舌草","蛇舌草","She舌cao","she舌cao","TCM-SH-183","蛇舌草，中药材","其他中药","克",true,0.025,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.825Z"""",""""originalData"""":{""""chineseName"""":""""蛇舌草"""",""""pricePerGram"""":0.025}}","active"
"生首乌","生首乌","Shouwu","shouwu","TCM-SH-184","生首乌，中药材","其他中药","克",true,0.025,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.825Z"""",""""originalData"""":{""""chineseName"""":""""生首乌"""",""""pricePerGram"""":0.025}}","active"
"玄参","玄参","Scrophularia ningpoensis","xuanshen","TCM-XU-185","玄参，中药材","其他中药","克",true,0.025,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.825Z"""",""""originalData"""":{""""chineseName"""":""""玄参"""",""""pricePerGram"""":0.025}}","active"
"炒苏子","炒苏子","苏zi","苏zi","TCM-ZI-186","炒苏子，中药材","其他中药","克",true,0.025,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.825Z"""",""""originalData"""":{""""chineseName"""":""""炒苏子"""",""""pricePerGram"""":0.025}}","active"
"干姜","干姜","Zingiber officinale","ganjiang","TCM-GA-187","干姜，中药材","其他中药","克",true,0.0255,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.825Z"""",""""originalData"""":{""""chineseName"""":""""干姜"""",""""pricePerGram"""":0.0255}}","active"
"海藻","海藻","Hai藻","hai藻","TCM-HA-188","海藻，中药材","其他中药","克",true,0.026,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.825Z"""",""""originalData"""":{""""chineseName"""":""""海藻"""",""""pricePerGram"""":0.026}}","active"
"诃子","诃子","Terminalia chebula","hezi","TCM-HE-189","诃子，中药材","其他中药","克",true,0.026,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.825Z"""",""""originalData"""":{""""chineseName"""":""""诃子"""",""""pricePerGram"""":0.026}}","active"
"炒丹皮","炒丹皮","Danpi","danpi","TCM-DA-190","炒丹皮，中药材","其他中药","克",true,0.026,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.825Z"""",""""originalData"""":{""""chineseName"""":""""炒丹皮"""",""""pricePerGram"""":0.026}}","active"
"蒲公英","蒲公英","蒲公英","蒲公英","TCM-OS-191","蒲公英，中药材","其他中药","克",true,0.026,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.825Z"""",""""originalData"""":{""""chineseName"""":""""蒲公英"""",""""pricePerGram"""":0.026}}","active"
"沙姜","沙姜","沙jiang","沙jiang","TCM-JI-192","沙姜，中药材","其他中药","克",true,0.026,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.825Z"""",""""originalData"""":{""""chineseName"""":""""沙姜"""",""""pricePerGram"""":0.026}}","active"
"木香","木香","Aucklandia lappa","muxiang","TCM-MU-193","木香，中药材","其他中药","克",true,0.02608,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.825Z"""",""""originalData"""":{""""chineseName"""":""""木香"""",""""pricePerGram"""":0.02608}}","active"
"胆矾","胆矾","胆fan","胆fan","TCM-FA-194","胆矾，中药材","其他中药","克",true,0.0265,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.825Z"""",""""originalData"""":{""""chineseName"""":""""胆矾"""",""""pricePerGram"""":0.0265}}","active"
"枳壳","枳壳","Aurantii fructus","zhike","TCM-ZH-195","枳壳，中药材","其他中药","克",true,0.0265,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.826Z"""",""""originalData"""":{""""chineseName"""":""""枳壳"""",""""pricePerGram"""":0.0265}}","active"
"冬瓜皮","冬瓜皮","Dong瓜pi","dong瓜pi","TCM-DO-196","冬瓜皮，中药材","其他中药","克",true,0.027,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.826Z"""",""""originalData"""":{""""chineseName"""":""""冬瓜皮"""",""""pricePerGram"""":0.027}}","active"
"木通","木通","Mu通","mu通","TCM-MU-197","木通，中药材","其他中药","克",true,0.027,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.826Z"""",""""originalData"""":{""""chineseName"""":""""木通"""",""""pricePerGram"""":0.027}}","active"
"檞寄生","檞寄生","檞寄生","檞寄生","TCM-UO-198","檞寄生，中药材","其他中药","克",true,0.027,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.826Z"""",""""originalData"""":{""""chineseName"""":""""檞寄生"""",""""pricePerGram"""":0.027}}","active"
"三棱","三棱","San棱","san棱","TCM-SA-199","三棱，中药材","其他中药","克",true,0.027,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.826Z"""",""""originalData"""":{""""chineseName"""":""""三棱"""",""""pricePerGram"""":0.027}}","active"
"薄荷叶","薄荷叶","荷ye","荷ye","TCM-YE-200","薄荷叶，中药材","其他中药","克",true,0.028,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.826Z"""",""""originalData"""":{""""chineseName"""":""""薄荷叶"""",""""pricePerGram"""":0.028}}","active"
"海风藤","海风藤","Hai风teng","hai风teng","TCM-HA-201","海风藤，中药材","其他中药","克",true,0.028,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.827Z"""",""""originalData"""":{""""chineseName"""":""""海风藤"""",""""pricePerGram"""":0.028}}","active"
"牛蒡片","牛蒡片","Niu蒡","niu蒡","TCM-NI-202","牛蒡片，中药材","其他中药","克",true,0.028,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.827Z"""",""""originalData"""":{""""chineseName"""":""""牛蒡片"""",""""pricePerGram"""":0.028}}","active"
"苏木","苏木","苏mu","苏mu","TCM-MU-203","苏木，中药材","其他中药","克",true,0.028,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.827Z"""",""""originalData"""":{""""chineseName"""":""""苏木"""",""""pricePerGram"""":0.028}}","active"
"炒王不留行子","炒王不留行子","王不留行zi","王不留行zi","TCM-ZI-204","炒王不留行子，中药材","其他中药","克",true,0.028,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.827Z"""",""""originalData"""":{""""chineseName"""":""""炒王不留行子"""",""""pricePerGram"""":0.028}}","active"
"炒枳壳","炒枳壳","Aurantii fructus","zhike","TCM-ZH-205","炒枳壳，中药材","其他中药","克",true,0.028,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.827Z"""",""""originalData"""":{""""chineseName"""":""""炒枳壳"""",""""pricePerGram"""":0.028}}","active"
"紫苏子","紫苏子","Zi苏zi","zi苏zi","TCM-ZI-206","紫苏子，中药材","其他中药","克",true,0.028,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.827Z"""",""""originalData"""":{""""chineseName"""":""""紫苏子"""",""""pricePerGram"""":0.028}}","active"
"大黄炭","大黄炭","Huang炭","huang炭","TCM-HU-207","大黄炭，中药材","其他中药","克",true,0.0285,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.827Z"""",""""originalData"""":{""""chineseName"""":""""大黄炭"""",""""pricePerGram"""":0.0285}}","active"
"龙齿","龙齿","Long齿","long齿","TCM-LO-208","龙齿，中药材","其他中药","克",true,0.0285,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.827Z"""",""""originalData"""":{""""chineseName"""":""""龙齿"""",""""pricePerGram"""":0.0285}}","active"
"木瓜","木瓜","Chaenomeles speciosa","mugua","TCM-MU-209","木瓜，中药材","其他中药","克",true,0.029,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.827Z"""",""""originalData"""":{""""chineseName"""":""""木瓜"""",""""pricePerGram"""":0.029}}","active"
"白芷长片","白芷长片","Bai芷chang","bai芷chang","TCM-BA-210","白芷长片，中药材","其他中药","克",true,0.0291,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.827Z"""",""""originalData"""":{""""chineseName"""":""""白芷长片"""",""""pricePerGram"""":0.0291}}","active"
"苦参","苦参","苦shen","苦shen","TCM-SH-211","苦参，中药材","其他中药","克",true,0.0295,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.827Z"""",""""originalData"""":{""""chineseName"""":""""苦参"""",""""pricePerGram"""":0.0295}}","active"
"冬凌草","冬凌草","Dong凌cao","dong凌cao","TCM-DO-212","冬凌草，中药材","其他中药","克",true,0.03,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.827Z"""",""""originalData"""":{""""chineseName"""":""""冬凌草"""",""""pricePerGram"""":0.03}}","active"
"分心木","分心木","分心mu","分心mu","TCM-MU-213","分心木，中药材","其他中药","克",true,0.03,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.827Z"""",""""originalData"""":{""""chineseName"""":""""分心木"""",""""pricePerGram"""":0.03}}","active"
"姜黄","姜黄","Huang","huang","TCM-HU-214","姜黄，中药材","其他中药","克",true,0.03,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.827Z"""",""""originalData"""":{""""chineseName"""":""""姜黄"""",""""pricePerGram"""":0.03}}","active"
"雪梨干","雪梨干","雪梨gan","雪梨gan","TCM-GA-215","雪梨干，中药材","其他中药","克",true,0.03,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.827Z"""",""""originalData"""":{""""chineseName"""":""""雪梨干"""",""""pricePerGram"""":0.03}}","active"
"熟薏仁","熟薏仁","薏ren","薏ren","TCM-RE-216","熟薏仁，中药材","其他中药","克",true,0.03,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.827Z"""",""""originalData"""":{""""chineseName"""":""""熟薏仁"""",""""pricePerGram"""":0.03}}","active"
"紫苏梗","紫苏梗","Zi苏梗","zi苏梗","TCM-ZI-217","紫苏梗，中药材","其他中药","克",true,0.03,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.827Z"""",""""originalData"""":{""""chineseName"""":""""紫苏梗"""",""""pricePerGram"""":0.03}}","active"
"石韦","石韦","Shi韦","shi韦","TCM-SH-218","石韦，中药材","其他中药","克",true,0.03044,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.827Z"""",""""originalData"""":{""""chineseName"""":""""石韦"""",""""pricePerGram"""":0.03044}}","active"
"柿蒂","柿蒂","柿蒂","柿蒂","TCM-ZS-219","柿蒂，中药材","其他中药","克",true,0.03044,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.827Z"""",""""originalData"""":{""""chineseName"""":""""柿蒂"""",""""pricePerGram"""":0.03044}}","active"
"广藿香","广藿香","广藿xiang","广藿xiang","TCM-XI-220","广藿香，中药材","其他中药","克",true,0.031,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.827Z"""",""""originalData"""":{""""chineseName"""":""""广藿香"""",""""pricePerGram"""":0.031}}","active"
"草果","草果","Caoguo","caoguo","TCM-CA-221","草果，中药材","其他中药","克",true,0.03195,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.827Z"""",""""originalData"""":{""""chineseName"""":""""草果"""",""""pricePerGram"""":0.03195}}","active"
"蒺藜","蒺藜","蒺藜","蒺藜","TCM-WA-222","蒺藜，中药材","其他中药","克",true,0.032,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.827Z"""",""""originalData"""":{""""chineseName"""":""""蒺藜"""",""""pricePerGram"""":0.032}}","active"
"芡实","芡实","芡shi","芡shi","TCM-SH-223","芡实，中药材","其他中药","克",true,0.032,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.827Z"""",""""originalData"""":{""""chineseName"""":""""芡实"""",""""pricePerGram"""":0.032}}","active"
"夏枯草","夏枯草","夏枯cao","夏枯cao","TCM-CA-224","夏枯草，中药材","其他中药","克",true,0.032,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.827Z"""",""""originalData"""":{""""chineseName"""":""""夏枯草"""",""""pricePerGram"""":0.032}}","active"
"楮实子","楮实子","楮shizi","楮shizi","TCM-SH-225","楮实子，中药材","其他中药","克",true,0.033,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.827Z"""",""""originalData"""":{""""chineseName"""":""""楮实子"""",""""pricePerGram"""":0.033}}","active"
"地肤子","地肤子","Di肤zi","di肤zi","TCM-DI-226","地肤子，中药材","其他中药","克",true,0.033,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.827Z"""",""""originalData"""":{""""chineseName"""":""""地肤子"""",""""pricePerGram"""":0.033}}","active"
"盐杜仲","盐杜仲","杜仲","杜仲","TCM-WS-227","盐杜仲，中药材","其他中药","克",true,0.033,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.827Z"""",""""originalData"""":{""""chineseName"""":""""盐杜仲"""",""""pricePerGram"""":0.033}}","active"
"杜仲炭","杜仲炭","杜仲炭","杜仲炭","TCM-SI-228","杜仲炭，中药材","其他中药","克",true,0.033,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.827Z"""",""""originalData"""":{""""chineseName"""":""""杜仲炭"""",""""pricePerGram"""":0.033}}","active"
"炮姜","炮姜","炮jiang","炮jiang","TCM-JI-229","炮姜，中药材","其他中药","克",true,0.033,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.827Z"""",""""originalData"""":{""""chineseName"""":""""炮姜"""",""""pricePerGram"""":0.033}}","active"
"菟丝子","菟丝子","菟zi","菟zi","TCM-ZI-230","菟丝子，中药材","其他中药","克",true,0.034,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.827Z"""",""""originalData"""":{""""chineseName"""":""""菟丝子"""",""""pricePerGram"""":0.034}}","active"
"鹿衔草","鹿衔草","Lu衔cao","lu衔cao","TCM-LU-231","鹿衔草，中药材","其他中药","克",true,0.03478,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.827Z"""",""""originalData"""":{""""chineseName"""":""""鹿衔草"""",""""pricePerGram"""":0.03478}}","active"
"白芷圆片","白芷圆片","Bai芷yuan","bai芷yuan","TCM-BA-232","白芷圆片，中药材","其他中药","克",true,0.035,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.827Z"""",""""originalData"""":{""""chineseName"""":""""白芷圆片"""",""""pricePerGram"""":0.035}}","active"
"丹参粒","丹参粒","Danshen粒","danshen粒","TCM-DA-233","丹参粒，中药材","其他中药","克",true,0.035,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.827Z"""",""""originalData"""":{""""chineseName"""":""""丹参粒"""",""""pricePerGram"""":0.035}}","active"
"甘草","甘草","Glycyrrhiza uralensis","gancao","TCM-GA-234","补气健脾，适用于气虚证","补气药","克",true,0.035,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.827Z"""",""""originalData"""":{""""chineseName"""":""""甘草"""",""""pricePerGram"""":0.035}}","active"
"高良姜","高良姜","高良jiang","高良jiang","TCM-JI-235","高良姜，中药材","其他中药","克",true,0.035,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.827Z"""",""""originalData"""":{""""chineseName"""":""""高良姜"""",""""pricePerGram"""":0.035}}","active"
"红莲","红莲","Honglian","honglian","TCM-HO-236","红莲，中药材","其他中药","克",true,0.035,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.827Z"""",""""originalData"""":{""""chineseName"""":""""红莲"""",""""pricePerGram"""":0.035}}","active"
"生晒淮山","生晒淮山","Shai淮shan","shai淮shan","TCM-SH-237","生晒淮山，中药材","其他中药","克",true,0.035,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.827Z"""",""""originalData"""":{""""chineseName"""":""""生晒淮山"""",""""pricePerGram"""":0.035}}","active"
"牛蒡子","牛蒡子","Niu蒡zi","niu蒡zi","TCM-NI-238","牛蒡子，中药材","其他中药","克",true,0.035,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.827Z"""",""""originalData"""":{""""chineseName"""":""""牛蒡子"""",""""pricePerGram"""":0.035}}","active"
"桑椹子","桑椹子","桑椹zi","桑椹zi","TCM-ZI-239","桑椹子，中药材","其他中药","克",true,0.035,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.827Z"""",""""originalData"""":{""""chineseName"""":""""桑椹子"""",""""pricePerGram"""":0.035}}","active"
"石苇","石苇","Shi苇","shi苇","TCM-SH-240","石苇，中药材","其他中药","克",true,0.035,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.827Z"""",""""originalData"""":{""""chineseName"""":""""石苇"""",""""pricePerGram"""":0.035}}","active"
"天花粉","天花粉","天hua","天hua","TCM-HU-241","天花粉，中药材","其他中药","克",true,0.035,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.827Z"""",""""originalData"""":{""""chineseName"""":""""天花粉"""",""""pricePerGram"""":0.035}}","active"
"紫苏叶","紫苏叶","Zi苏ye","zi苏ye","TCM-ZI-242","紫苏叶，中药材","其他中药","克",true,0.035,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.827Z"""",""""originalData"""":{""""chineseName"""":""""紫苏叶"""",""""pricePerGram"""":0.035}}","active"
"车前子","车前子","车前zi","车前zi","TCM-ZI-243","车前子，中药材","其他中药","克",true,0.0355,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.827Z"""",""""originalData"""":{""""chineseName"""":""""车前子"""",""""pricePerGram"""":0.0355}}","active"
"白豆蔻","白豆蔻","Baidou蔻","baidou蔻","TCM-BA-244","白豆蔻，中药材","其他中药","克",true,0.036,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.827Z"""",""""originalData"""":{""""chineseName"""":""""白豆蔻"""",""""pricePerGram"""":0.036}}","active"
"板蓝根","板蓝根","Isatis indigotica","banlangen","TCM-BA-245","板蓝根，中药材","其他中药","克",true,0.036,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.827Z"""",""""originalData"""":{""""chineseName"""":""""板蓝根"""",""""pricePerGram"""":0.036}}","active"
"独活","独活","Angelica pubescens","duhuo","TCM-DU-246","独活，中药材","其他中药","克",true,0.036,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.827Z"""",""""originalData"""":{""""chineseName"""":""""独活"""",""""pricePerGram"""":0.036}}","active"
"茯苓粒","茯苓粒","Fuling粒","fuling粒","TCM-FU-247","茯苓粒，中药材","其他中药","克",true,0.036,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.827Z"""",""""originalData"""":{""""chineseName"""":""""茯苓粒"""",""""pricePerGram"""":0.036}}","active"
"枸杞子","枸杞子","Lycium barbarum","gouqizi","TCM-GO-248","枸杞子，中药材","其他中药","克",true,0.036,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.827Z"""",""""originalData"""":{""""chineseName"""":""""枸杞子"""",""""pricePerGram"""":0.036}}","active"
"墨旱莲","墨旱莲","墨旱lian","墨旱lian","TCM-LI-249","墨旱莲，中药材","其他中药","克",true,0.036,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.827Z"""",""""originalData"""":{""""chineseName"""":""""墨旱莲"""",""""pricePerGram"""":0.036}}","active"
"蛇床子","蛇床子","She床zi","she床zi","TCM-SH-250","蛇床子，中药材","其他中药","克",true,0.036,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.827Z"""",""""originalData"""":{""""chineseName"""":""""蛇床子"""",""""pricePerGram"""":0.036}}","active"
"川芎","川芎","Ligusticum chuanxiong","chuanxiong","TCM-CH-251","活血化瘀，适用于血瘀证","活血化瘀药","克",true,0.037,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.828Z"""",""""originalData"""":{""""chineseName"""":""""川芎"""",""""pricePerGram"""":0.037}}","active"
"桂圆","桂圆","桂yuan","桂yuan","TCM-YU-252","桂圆，中药材","其他中药","克",true,0.037,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.828Z"""",""""originalData"""":{""""chineseName"""":""""桂圆"""",""""pricePerGram"""":0.037}}","active"
"炙甘草","炙甘草","Glycyrrhiza uralensis","gancao","TCM-GA-253","炙甘草，中药材","其他中药","克",true,0.038,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.828Z"""",""""originalData"""":{""""chineseName"""":""""炙甘草"""",""""pricePerGram"""":0.038}}","active"
"黄芪","黄芪","Astragalus membranaceus","huangqi","TCM-HU-254","补气健脾，适用于气虚证","补气药","克",true,0.038,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.828Z"""",""""originalData"""":{""""chineseName"""":""""黄芪"""",""""pricePerGram"""":0.038}}","active"
"炮姜炭","炮姜炭","炮jiang炭","炮jiang炭","TCM-JI-255","炮姜炭，中药材","其他中药","克",true,0.038,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.828Z"""",""""originalData"""":{""""chineseName"""":""""炮姜炭"""",""""pricePerGram"""":0.038}}","active"
"土茯苓","土茯苓","Poria cocos","fuling","TCM-FU-256","土茯苓，中药材","其他中药","克",true,0.038,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.828Z"""",""""originalData"""":{""""chineseName"""":""""土茯苓"""",""""pricePerGram"""":0.038}}","active"
"乌药","乌药","Wuyao","wuyao","TCM-WU-257","乌药，中药材","其他中药","克",true,0.038,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.828Z"""",""""originalData"""":{""""chineseName"""":""""乌药"""",""""pricePerGram"""":0.038}}","active"
"益智仁","益智仁","Yi智ren","yi智ren","TCM-YI-258","益智仁，中药材","其他中药","克",true,0.038,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.828Z"""",""""originalData"""":{""""chineseName"""":""""益智仁"""",""""pricePerGram"""":0.038}}","active"
"千年健","千年健","千年健","千年健","TCM-VA-259","千年健，中药材","其他中药","克",true,0.039,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.828Z"""",""""originalData"""":{""""chineseName"""":""""千年健"""",""""pricePerGram"""":0.039}}","active"
"知母","知母","Anemarrhena asphodeloides","zhimu","TCM-ZH-260","知母，中药材","其他中药","克",true,0.039,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.828Z"""",""""originalData"""":{""""chineseName"""":""""知母"""",""""pricePerGram"""":0.039}}","active"
"八角","八角","Ba角","ba角","TCM-BA-261","八角，中药材","其他中药","克",true,0.0395,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.828Z"""",""""originalData"""":{""""chineseName"""":""""八角"""",""""pricePerGram"""":0.0395}}","active"
"莪术","莪术","莪zhu","莪zhu","TCM-ZH-262","莪术，中药材","其他中药","克",true,0.0395,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.828Z"""",""""originalData"""":{""""chineseName"""":""""莪术"""",""""pricePerGram"""":0.0395}}","active"
"肉桂","肉桂","Cinnamomum cassia","rougui","TCM-RO-263","肉桂，中药材","其他中药","克",true,0.0395,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.828Z"""",""""originalData"""":{""""chineseName"""":""""肉桂"""",""""pricePerGram"""":0.0395}}","active"
"生地大片","生地大片","Di","di","TCM-DI-264","生地大片，中药材","其他中药","克",true,0.03999,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.828Z"""",""""originalData"""":{""""chineseName"""":""""生地大片"""",""""pricePerGram"""":0.03999}}","active"
"生地小片","生地小片","Di","di","TCM-DI-265","生地小片，中药材","其他中药","克",true,0.03999,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.828Z"""",""""originalData"""":{""""chineseName"""":""""生地小片"""",""""pricePerGram"""":0.03999}}","active"
"茺蔚子","茺蔚子","茺蔚zi","茺蔚zi","TCM-ZI-266","茺蔚子，中药材","其他中药","克",true,0.04,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.828Z"""",""""originalData"""":{""""chineseName"""":""""茺蔚子"""",""""pricePerGram"""":0.04}}","active"
"川续断","川续断","Chuan续断","chuan续断","TCM-CH-267","川续断，中药材","其他中药","克",true,0.04,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.828Z"""",""""originalData"""":{""""chineseName"""":""""川续断"""",""""pricePerGram"""":0.04}}","active"
"鹅不吃草","鹅不吃草","鹅不吃cao","鹅不吃cao","TCM-CA-268","鹅不吃草，中药材","其他中药","克",true,0.04,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.828Z"""",""""originalData"""":{""""chineseName"""":""""鹅不吃草"""",""""pricePerGram"""":0.04}}","active"
